revision,layout_sha256,路线,状态,宽mm,可达,原因
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童睡眠,cooking,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧睡眠,cooking,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房睡眠,cooking,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐,cooking,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,就餐,cooking,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,洗烘,cooking,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童到窗,cooking,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房到窗,cooking,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧到窗,cooking,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐至岛台,cooking,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,岛台至餐桌,cooking,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,阳台烹饪,cooking,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,单卫坐便,cooking,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,外置洗漱,cooking,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,淋浴入口,cooking,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,家政取物,cooking,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,会客,cooking,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童睡眠,cooking,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧睡眠,cooking,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房睡眠,cooking,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐,cooking,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,就餐,cooking,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,洗烘,cooking,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童到窗,cooking,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房到窗,cooking,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧到窗,cooking,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐至岛台,cooking,900,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,岛台至餐桌,cooking,900,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,阳台烹饪,cooking,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,单卫坐便,cooking,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,外置洗漱,cooking,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,淋浴入口,cooking,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,家政取物,cooking,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,会客,luggage_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童睡眠,luggage_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧睡眠,luggage_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房睡眠,luggage_open,500,False,目标区可站立但50mm网格路线受阻；非连续空间不可达证明
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐,luggage_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,就餐,luggage_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,洗烘,luggage_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童到窗,luggage_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房到窗,luggage_open,500,False,目标区可站立但50mm网格路线受阻；非连续空间不可达证明
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧到窗,luggage_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐至岛台,luggage_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,岛台至餐桌,luggage_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,阳台烹饪,luggage_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,单卫坐便,luggage_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,外置洗漱,luggage_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,淋浴入口,luggage_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,家政取物,luggage_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,会客,luggage_open,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童睡眠,luggage_open,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧睡眠,luggage_open,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房睡眠,luggage_open,600,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐,luggage_open,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,就餐,luggage_open,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,洗烘,luggage_open,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童到窗,luggage_open,600,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房到窗,luggage_open,600,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧到窗,luggage_open,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐至岛台,luggage_open,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,岛台至餐桌,luggage_open,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,阳台烹饪,luggage_open,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,单卫坐便,luggage_open,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,外置洗漱,luggage_open,600,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,淋浴入口,luggage_open,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,家政取物,luggage_open,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,会客,luggage_open,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童睡眠,luggage_open,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧睡眠,luggage_open,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房睡眠,luggage_open,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐,luggage_open,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,就餐,luggage_open,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,洗烘,luggage_open,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童到窗,luggage_open,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房到窗,luggage_open,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧到窗,luggage_open,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐至岛台,luggage_open,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,岛台至餐桌,luggage_open,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,阳台烹饪,luggage_open,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,单卫坐便,luggage_open,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,外置洗漱,luggage_open,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,淋浴入口,luggage_open,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,家政取物,luggage_open,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,会客,luggage_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童睡眠,luggage_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧睡眠,luggage_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房睡眠,luggage_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐,luggage_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,就餐,luggage_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,洗烘,luggage_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童到窗,luggage_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房到窗,luggage_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧到窗,luggage_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐至岛台,luggage_open,900,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,岛台至餐桌,luggage_open,900,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,阳台烹饪,luggage_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,单卫坐便,luggage_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,外置洗漱,luggage_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,淋浴入口,luggage_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,家政取物,luggage_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,会客,screen_lowered,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童睡眠,screen_lowered,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧睡眠,screen_lowered,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房睡眠,screen_lowered,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐,screen_lowered,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,就餐,screen_lowered,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,洗烘,screen_lowered,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童到窗,screen_lowered,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房到窗,screen_lowered,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧到窗,screen_lowered,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐至岛台,screen_lowered,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,岛台至餐桌,screen_lowered,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,阳台烹饪,screen_lowered,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,单卫坐便,screen_lowered,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,外置洗漱,screen_lowered,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,淋浴入口,screen_lowered,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,家政取物,screen_lowered,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,会客,screen_lowered,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童睡眠,screen_lowered,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧睡眠,screen_lowered,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房睡眠,screen_lowered,600,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐,screen_lowered,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,就餐,screen_lowered,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,洗烘,screen_lowered,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童到窗,screen_lowered,600,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房到窗,screen_lowered,600,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧到窗,screen_lowered,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐至岛台,screen_lowered,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,岛台至餐桌,screen_lowered,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,阳台烹饪,screen_lowered,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,单卫坐便,screen_lowered,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,外置洗漱,screen_lowered,600,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,淋浴入口,screen_lowered,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,家政取物,screen_lowered,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,会客,screen_lowered,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童睡眠,screen_lowered,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧睡眠,screen_lowered,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房睡眠,screen_lowered,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐,screen_lowered,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,就餐,screen_lowered,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,洗烘,screen_lowered,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童到窗,screen_lowered,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房到窗,screen_lowered,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧到窗,screen_lowered,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐至岛台,screen_lowered,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,岛台至餐桌,screen_lowered,620,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,阳台烹饪,screen_lowered,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,单卫坐便,screen_lowered,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,外置洗漱,screen_lowered,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,淋浴入口,screen_lowered,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,家政取物,screen_lowered,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,会客,screen_lowered,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童睡眠,screen_lowered,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧睡眠,screen_lowered,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房睡眠,screen_lowered,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐,screen_lowered,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,就餐,screen_lowered,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,洗烘,screen_lowered,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童到窗,screen_lowered,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房到窗,screen_lowered,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧到窗,screen_lowered,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐至岛台,screen_lowered,900,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,岛台至餐桌,screen_lowered,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,阳台烹饪,screen_lowered,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,单卫坐便,screen_lowered,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,外置洗漱,screen_lowered,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,淋浴入口,screen_lowered,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,家政取物,screen_lowered,900,False,起点包络受阻
