revision,layout_sha256,路线,状态,宽mm,可达,原因
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,会客,chairs_pulled,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童睡眠,chairs_pulled,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧睡眠,chairs_pulled,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房睡眠,chairs_pulled,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐,chairs_pulled,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,就餐,chairs_pulled,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,洗烘,chairs_pulled,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童到窗,chairs_pulled,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房到窗,chairs_pulled,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧到窗,chairs_pulled,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐至岛台,chairs_pulled,900,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,岛台至餐桌,chairs_pulled,900,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,阳台烹饪,chairs_pulled,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,单卫坐便,chairs_pulled,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,外置洗漱,chairs_pulled,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,淋浴入口,chairs_pulled,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,家政取物,chairs_pulled,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,会客,laundry_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童睡眠,laundry_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧睡眠,laundry_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房睡眠,laundry_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐,laundry_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,就餐,laundry_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,洗烘,laundry_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童到窗,laundry_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房到窗,laundry_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧到窗,laundry_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐至岛台,laundry_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,岛台至餐桌,laundry_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,阳台烹饪,laundry_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,单卫坐便,laundry_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,外置洗漱,laundry_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,淋浴入口,laundry_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,家政取物,laundry_open,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,会客,laundry_open,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童睡眠,laundry_open,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧睡眠,laundry_open,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房睡眠,laundry_open,600,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐,laundry_open,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,就餐,laundry_open,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,洗烘,laundry_open,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童到窗,laundry_open,600,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房到窗,laundry_open,600,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧到窗,laundry_open,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐至岛台,laundry_open,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,岛台至餐桌,laundry_open,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,阳台烹饪,laundry_open,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,单卫坐便,laundry_open,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,外置洗漱,laundry_open,600,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,淋浴入口,laundry_open,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,家政取物,laundry_open,600,False,目标区可站立但50mm网格路线受阻；非连续空间不可达证明
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,会客,laundry_open,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童睡眠,laundry_open,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧睡眠,laundry_open,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房睡眠,laundry_open,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐,laundry_open,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,就餐,laundry_open,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,洗烘,laundry_open,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童到窗,laundry_open,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房到窗,laundry_open,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧到窗,laundry_open,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐至岛台,laundry_open,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,岛台至餐桌,laundry_open,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,阳台烹饪,laundry_open,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,单卫坐便,laundry_open,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,外置洗漱,laundry_open,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,淋浴入口,laundry_open,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,家政取物,laundry_open,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,会客,laundry_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童睡眠,laundry_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧睡眠,laundry_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房睡眠,laundry_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐,laundry_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,就餐,laundry_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,洗烘,laundry_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童到窗,laundry_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房到窗,laundry_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧到窗,laundry_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐至岛台,laundry_open,900,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,岛台至餐桌,laundry_open,900,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,阳台烹饪,laundry_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,单卫坐便,laundry_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,外置洗漱,laundry_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,淋浴入口,laundry_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,家政取物,laundry_open,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,会客,temporary_drying,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童睡眠,temporary_drying,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧睡眠,temporary_drying,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房睡眠,temporary_drying,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐,temporary_drying,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,就餐,temporary_drying,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,洗烘,temporary_drying,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童到窗,temporary_drying,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房到窗,temporary_drying,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧到窗,temporary_drying,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐至岛台,temporary_drying,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,岛台至餐桌,temporary_drying,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,阳台烹饪,temporary_drying,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,单卫坐便,temporary_drying,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,外置洗漱,temporary_drying,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,淋浴入口,temporary_drying,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,家政取物,temporary_drying,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,会客,temporary_drying,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童睡眠,temporary_drying,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧睡眠,temporary_drying,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房睡眠,temporary_drying,600,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐,temporary_drying,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,就餐,temporary_drying,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,洗烘,temporary_drying,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童到窗,temporary_drying,600,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房到窗,temporary_drying,600,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧到窗,temporary_drying,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐至岛台,temporary_drying,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,岛台至餐桌,temporary_drying,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,阳台烹饪,temporary_drying,600,False,目标区可站立但50mm网格路线受阻；非连续空间不可达证明
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,单卫坐便,temporary_drying,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,外置洗漱,temporary_drying,600,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,淋浴入口,temporary_drying,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,家政取物,temporary_drying,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,会客,temporary_drying,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童睡眠,temporary_drying,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧睡眠,temporary_drying,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房睡眠,temporary_drying,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐,temporary_drying,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,就餐,temporary_drying,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,洗烘,temporary_drying,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童到窗,temporary_drying,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房到窗,temporary_drying,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧到窗,temporary_drying,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐至岛台,temporary_drying,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,岛台至餐桌,temporary_drying,620,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,阳台烹饪,temporary_drying,620,False,目标区可站立但50mm网格路线受阻；非连续空间不可达证明
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,单卫坐便,temporary_drying,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,外置洗漱,temporary_drying,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,淋浴入口,temporary_drying,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,家政取物,temporary_drying,620,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,会客,temporary_drying,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童睡眠,temporary_drying,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧睡眠,temporary_drying,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房睡眠,temporary_drying,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐,temporary_drying,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,就餐,temporary_drying,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,洗烘,temporary_drying,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童到窗,temporary_drying,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房到窗,temporary_drying,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧到窗,temporary_drying,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐至岛台,temporary_drying,900,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,岛台至餐桌,temporary_drying,900,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,阳台烹饪,temporary_drying,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,单卫坐便,temporary_drying,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,外置洗漱,temporary_drying,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,淋浴入口,temporary_drying,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,家政取物,temporary_drying,900,False,起点包络受阻
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,会客,cooking,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童睡眠,cooking,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧睡眠,cooking,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房睡眠,cooking,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐,cooking,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,就餐,cooking,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,洗烘,cooking,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童到窗,cooking,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房到窗,cooking,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧到窗,cooking,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐至岛台,cooking,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,岛台至餐桌,cooking,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,阳台烹饪,cooking,500,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,单卫坐便,cooking,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,外置洗漱,cooking,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,淋浴入口,cooking,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,家政取物,cooking,500,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,会客,cooking,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童睡眠,cooking,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧睡眠,cooking,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房睡眠,cooking,600,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐,cooking,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,就餐,cooking,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,洗烘,cooking,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,儿童到窗,cooking,600,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,客房到窗,cooking,600,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,主卧到窗,cooking,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,备餐至岛台,cooking,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,岛台至餐桌,cooking,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,阳台烹饪,cooking,600,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,单卫坐便,cooking,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,外置洗漱,cooking,600,False,目标区域无完整可站立包络（含墙/家具/当前开启件）
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,淋浴入口,cooking,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,家政取物,cooking,600,True,该方形包络可达；门全开，操作区另查
R2,668e39924f6c4857e320cb33a8b92d7e261b9c682babee755a253c7963718394,会客,cooking,620,True,该方形包络可达；门全开，操作区另查
